"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Mech Hangar","","U","13620","13.4%","50.2%","2272","49.5%"
"Secluded Courtyard","","U","11683","11.1%","50.0%","1999","49.1%"
"Thundersteel Colossus","","C","36465","15.9%","50.0%","5291","46.0%"
"Discover the Impossible","U","U","2233","2.0%","49.6%","364",""
"Eiganjo Uprising","WR","R","7935","22.7%","49.4%","1282","44.1%"
"Futurist Sentinel","U","C","20286","8.5%","49.3%","3277","47.5%"
"Dramatist's Puppet","","C","6165","2.4%","49.0%","944","47.4%"
"Invoke Calamity","R","R","1371","3.7%","48.9%","213",""
"Bronze Cudgels","","U","3760","3.5%","48.8%","629","44.0%"
"Awakened Awareness","U","U","8415","7.9%","48.6%","1317","45.0%"
"Hidetsugu Consumes All","BR","M","3319","24.2%","48.6%","540","47.4%"
"Anchor to Reality","U","U","5627","4.9%","48.4%","885","44.9%"
"Reckoner Shakedown","B","C","4811","1.9%","47.5%","750","43.7%"
"Isshin, Two Heavens as One","WBR","R","5845","19.8%","47.1%","920","46.7%"
"Mirror Box","","R","654","1.9%","46.3%","102",""
"March of Burgeoning Life","G","R","476","1.2%","","73",""
